Estabelecimento,Região de Saúde,Ano de Competência,Mês de Competência,Mês Nome,Asma,DPOC,Pré-natal,Puericultura,Puerpério (até 42 dias),Rast. risco cardiovascular,Reabilitação,Saúde mental,Saúde sexual e reprodutiva,Tabagismo,Usuário de álcool,Usuário de outras drogas
UBS 8 - Ceilândia,Região Centro-Sul,2020,02,Fevereiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,03,Março,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,04,Abril,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,05,Maio,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,06,Junho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,07,Julho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,08,Agosto,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,09,Setembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,10,Outubro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,11,Novembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,12,Dezembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,01,Janeiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,02,Fevereiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,03,Março,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,04,Abril,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,05,Maio,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,06,Junho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,07,Julho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,08,Agosto,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,09,Setembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,10,Outubro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,11,Novembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2021,12,Dezembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,01,Janeiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,02,Fevereiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,03,Março,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,04,Abril,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,05,Maio,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,06,Junho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,07,Julho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,08,Agosto,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,09,Setembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,10,Outubro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,11,Novembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2022,12,Dezembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,01,Janeiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,02,Fevereiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,03,Março,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,04,Abril,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,05,Maio,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,06,Junho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,07,Julho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,08,Agosto,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,09,Setembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,10,Outubro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,11,Novembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2023,12,Dezembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,01,Janeiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,02,Fevereiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,03,Março,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,04,Abril,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,05,Maio,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,06,Junho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,07,Julho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,08,Agosto,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,09,Setembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,10,Outubro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,11,Novembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2024,12,Dezembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,01,Janeiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,02,Fevereiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,03,Março,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,04,Abril,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,05,Maio,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,06,Junho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,07,Julho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,08,Agosto,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,09,Setembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,10,Outubro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,11,Novembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2025,12,Dezembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,01,Janeiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,02,Fevereiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,03,Março,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,04,Abril,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,05,Maio,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,06,Junho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,07,Julho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,08,Agosto,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,09,Setembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,10,Outubro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,11,Novembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2019,12,Dezembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,01,Janeiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,02,Fevereiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,03,Março,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,04,Abril,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,05,Maio,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,06,Junho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,07,Julho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,08,Agosto,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,09,Setembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,10,Outubro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,11,Novembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2020,12,Dezembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,01,Janeiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,02,Fevereiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,03,Março,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,04,Abril,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,05,Maio,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,06,Junho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,07,Julho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,08,Agosto,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,09,Setembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,10,Outubro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,11,Novembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2021,12,Dezembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,01,Janeiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,02,Fevereiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,03,Março,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,04,Abril,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,05,Maio,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,06,Junho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,07,Julho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,08,Agosto,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,09,Setembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,10,Outubro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,11,Novembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2022,12,Dezembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,01,Janeiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,02,Fevereiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,03,Março,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,04,Abril,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,05,Maio,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,06,Junho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,07,Julho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,08,Agosto,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,09,Setembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,10,Outubro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,11,Novembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2023,12,Dezembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,01,Janeiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,02,Fevereiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,03,Março,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,04,Abril,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,05,Maio,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,06,Junho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,07,Julho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,08,Agosto,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,09,Setembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,10,Outubro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,11,Novembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2024,12,Dezembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,01,Janeiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,02,Fevereiro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,03,Março,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,04,Abril,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,05,Maio,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,06,Junho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,07,Julho,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,08,Agosto,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,09,Setembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,10,Outubro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,11,Novembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 8 - Brazlândia,Região Centro-Sul,2025,12,Dezembro,0,0,42,0,0,0,0,4,7,1,0,0
UBS 7 - Taguatinga,Região Leste,2019,01,Janeiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,02,Fevereiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,03,Março,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,04,Abril,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,05,Maio,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,06,Junho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,07,Julho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,08,Agosto,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,09,Setembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,10,Outubro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,11,Novembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2019,12,Dezembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,01,Janeiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,02,Fevereiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,03,Março,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,04,Abril,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,05,Maio,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,06,Junho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,07,Julho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,08,Agosto,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,09,Setembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,10,Outubro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,11,Novembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2020,12,Dezembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,01,Janeiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,02,Fevereiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,03,Março,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,04,Abril,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,05,Maio,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,06,Junho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,07,Julho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,08,Agosto,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,09,Setembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,10,Outubro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,11,Novembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2021,12,Dezembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,01,Janeiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,02,Fevereiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,03,Março,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,04,Abril,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,05,Maio,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,06,Junho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,07,Julho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,08,Agosto,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,09,Setembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,10,Outubro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,11,Novembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2022,12,Dezembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,01,Janeiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,02,Fevereiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,03,Março,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,04,Abril,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,05,Maio,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,06,Junho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,07,Julho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,08,Agosto,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,09,Setembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,10,Outubro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,11,Novembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2023,12,Dezembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,01,Janeiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,02,Fevereiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,03,Março,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,04,Abril,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,05,Maio,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,06,Junho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,07,Julho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,08,Agosto,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,09,Setembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,10,Outubro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,11,Novembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2024,12,Dezembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,01,Janeiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,02,Fevereiro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,03,Março,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,04,Abril,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,05,Maio,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,06,Junho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,07,Julho,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,08,Agosto,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,09,Setembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,10,Outubro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,11,Novembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Taguatinga,Região Leste,2025,12,Dezembro,11,0,206,0,1,0,0,68,17,0,1,0
UBS 7 - Sobradinho II,Região Leste,2019,01,Janeiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,02,Fevereiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,03,Março,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,04,Abril,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,05,Maio,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,06,Junho,6,0,62,0,0,0,0,35,9,1,0,0
